"","...1","year","imdb","title","test","clean_test","binary","budget","domgross","intgross","code","budget_2013","domgross_2013","intgross_2013","period_code","decade_code","gross_2013","roi"
"895",895,2005,"tt0382992","Stealth","notalk","notalk","FAIL",1.38e+08,32116746,76416746,"2005FAIL",164638572,38316342,91167710,2,2,129484052,0.786474581424334
"896",896,2005,"tt0369994","Strangers with Candy","ok","ok","PASS",2e+06,2072645,2077844,"2005PASS",2386066,2472734,2478937,2,2,4951671,2.07524477529121
"897",897,2005,"tt0427944","Thank You for Smoking","notalk","notalk","FAIL",7500000,24793509,40016662,"2005FAIL",8947748,29579478,47741203,2,2,77320681,8.64135657374347
"898",898,2005,"tt0405422","The 40 Year Old Virgin","men-disagree","men","FAIL",2.6e+07,109449237,177360047,"2005FAIL",31018861,130576566,211596412,2,2,342172978,11.0311264491627
"899",899,2005,"tt0424774","The Adventures of Sharkboy and Lavagirl 3-D","notalk","notalk","FAIL",5e+07,39177684,69425966,"2005FAIL",59651656,46740275,82827477,2,2,129567752,2.17207301000998
"900",900,2005,"tt0384806","The Amityville Horror","ok","ok","PASS",18500000,65233369,109175673,"2005PASS",22071113,77825570,130250195,2,2,208075765,9.42751573062944
"901",901,2005,"tt0357110","The Ballad of Jack and Rose","ok","ok","PASS",1500000,712294,1126258,"2005PASS",1789550,849790,1343663,2,2,2193453,1.22570087452153
"902",902,2005,"tt0363771","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","ok","ok","PASS",1.8e+08,291710957,748806957,"2005PASS",214745963,348020836,893351507,2,2,1241372343,5.78065508500386
"903",903,2005,"tt0387131","The Constant Gardener","ok","ok","PASS",25500000,33579798,81079798,"2005PASS",30422345,40061811,96730885,2,2,136792696,4.49645469473178
"904",904,2005,"tt0435625","The Descent","ok","ok","PASS",7e+06,26024456,57029609,"2005PASS",8351232,31048038,68038213,2,2,99086251,11.8648662855971
"905",905,2005,"tt0395584","The Devil's Rejects","ok","ok","PASS",7e+06,17044981,20940428,"2005PASS",8351232,20335227,24982624,2,2,45317851,5.42648689438876
"906",906,2005,"tt0404032","The Exorcism of Emily Rose","ok","ok","PASS",1.8e+07,75072454,144587700,"2005PASS",21474596,89563925,172497916,2,2,262061841,12.2033420791711
"907",907,2005,"tt0432291","The Fog","ok","ok","PASS",1.8e+07,29511112,37048526,"2005PASS",21474596,35207734,44200119,2,2,79407853,3.6977577133465
"908",908,2005,"tt0371724","The Hitchhiker's Guide to the Galaxy","notalk-disagree","notalk","FAIL",4.5e+07,51019112,104019112,"2005FAIL",53686491,60867491,124098247,2,2,184965738,3.44529386359038
"909",909,2005,"tt0399201","The Island","ok","ok","PASS",1.2e+08,35818913,163018913,"2005PASS",143163975,42733150,194486964,2,2,237220114,1.65698189087024
"910",910,2005,"tt0366627","The Jacket","men","men","FAIL",28500000,6301131,15452978,"2005FAIL",34001444,7517458,18435915,2,2,25953373,0.763302082111571
"911",911,2005,"tt0386140","The Legend of Zorro","notalk","notalk","FAIL",8e+07,45575336,141475336,"2005FAIL",95442650,54372886,168784763,2,2,223157649,2.338133413102
"912",912,2005,"tt0402399","The New World","dubious","dubious","FAIL",3e+07,12712093,26184400,"2005FAIL",35790994,15165948,31238857,2,2,46404805,1.29654976891673
"913",913,2005,"tt0377109","The Ring Two","ok","ok","PASS",5e+07,75941727,161941727,"2005PASS",59651656,90600996,193201845,2,2,283802841,4.75766910813004
"914",914,2005,"tt0397101","The Skeleton Key","ok","ok","PASS",4e+07,47907715,92256918,"2005PASS",47721325,57155491,110065560,2,2,167221051,3.50411584338867
"915",915,2005,"tt0367089","The Squid and the Whale","men","men","FAIL",1500000,7372734,11191423,"2005FAIL",1789550,8795916,13351738,2,2,22147654,12.3761023721047
"916",916,2005,"tt0372532","The Wedding Date","ok","ok","PASS",1.5e+07,31726995,47175038,"2005PASS",17895497,37851356,56281383,2,2,94132739,5.26013549665595
"917",917,2005,"tt0407265","Transamerica","ok","ok","PASS",1e+06,9015303,16553163,"2005PASS",1193033,10755555,19748472,2,2,30504027,25.568468768257
"918",918,2005,"tt0423409","Tristram Shandy: A Cock and Bull Story","men","men","FAIL",4750000,1253413,3061763,"2005FAIL",5666907,1495363,3652785,2,2,5148148,0.908458176567923
"919",919,2005,"tt0434409","V for Vendetta","ok-disagree","ok","PASS",5e+07,70511035,129231542,"2005PASS",59651656,84122001,154177511,2,2,238299512,3.99485157629153
"920",920,2005,"tt0348333","Waiting...","ok","ok","PASS",1125000,16124543,18673274,"2005PASS",1342162,19237114,22277835,2,2,41514949,30.9313994882883
"921",921,2005,"tt0358273","Walk the Line","ok","ok","PASS",2.9e+07,119519402,187707495,"2005PASS",34597961,142590606,223941260,2,2,366531866,10.5940308447657
"922",922,2005,"tt0407304","War of the Worlds","notalk","notalk","FAIL",1.32e+08,234280354,606836535,"2005FAIL",157480373,279504224,723976090,2,2,1003480314,6.37209764546341
"923",923,2005,"tt0240200","Water","ok","ok","PASS",3e+06,5529144,8119205,"2005PASS",3579099,6596452,9686481,2,2,16282933,4.54945029461325
"924",924,2005,"tt0375210","White Noise","notalk","notalk","FAIL",1e+07,56094360,92094360,"2005FAIL",11930331,66922430,109871622,2,2,176794052,14.818872334724
"925",925,2005,"tt0443295","Yours, Mine and Ours","ok","ok","PASS",4.5e+07,53359917,72359917,"2005PASS",53686491,63660149,86327778,2,2,149987927,2.79377407996362
"926",926,2005,"tt0406375","Zathura: A Space Adventure","nowomen","nowomen","FAIL",6.5e+07,28045540,58545540,"2005FAIL",77547153,33459258,69846769,2,2,103306027,1.33217046665788
"927",927,2004,"tt0337563","13 Going on 30","ok","ok","PASS",3e+07,57139723,96439723,"2004PASS",36995786,70464299,118928779,3,2,189393078,5.11931488629543
"928",928,2004,"tt0212712","2046","ok","ok","PASS",1.2e+07,1442338,19202856,"2004PASS",14798315,1778681,23680825,3,2,25459506,1.72043276548715
"929",929,2004,"tt0343660","50 First Dates","men-disagree","men","FAIL",7.5e+07,120776832,196324496,"2004FAIL",92489466,148941129,242105970,3,2,391047099,4.22801769663153
"930",930,2004,"tt0356470","A Cinderella Story","ok","ok","PASS",1.9e+07,51438175,70067909,"2004PASS",23430665,63433191,86407246,3,2,149840437,6.3950569478075
"931",931,2004,"tt0359423","A Home at the End of The World","dubious","dubious","FAIL",6500000,1029017,1033810,"2004FAIL",8015754,1268976,1274887,3,2,2543863,0.317357917920136
"932",932,2004,"tt0344510","A Very Long Engagement","ok","ok","PASS",5.5e+07,6167817,59606587,"2004PASS",67825608,7606108,73506419,3,2,81112527,1.19589826603545
"933",933,2004,"tt0357413","Anchorman: The Legend of Ron Burgundy","men-disagree","men","FAIL",2.5e+07,84136909,89366354,"2004FAIL",30829822,103757037,110205951,3,2,213962988,6.94013050091564
"934",934,2004,"tt0327437","Around the World in 80 Days","notalk","notalk","FAIL",1.1e+08,24004159,72004159,"2004FAIL",135651216,29601758,88795016,3,2,118396774,0.872802894741467
"935",935,2004,"tt0370263","AVP: Alien vs. Predator","dubious-disagree","dubious","FAIL",7e+07,80281096,172543519,"2004FAIL",86323501,99002076,212779439,3,2,311781515,3.61178023815322
"936",936,2004,"tt0414852","Banlieue 13","nowomen","nowomen","FAIL",1.5e+07,1200216,11208291,"2004FAIL",18497893,1480098,13821985,3,2,15302083,0.827233836848337
"937",937,2004,"tt0381681","Before Sunset","nowomen","nowomen","FAIL",2e+06,5792822,11293790,"2004FAIL",2466386,7143667,13927421,3,2,21071088,8.54330506254901
"938",938,2004,"tt0317198","Bridget Jones: The Edge of Reason","ok","ok","PASS",5e+07,40203020,263894551,"2004PASS",61659644,49578078,325432881,3,2,375010959,6.08195141379668
"939",939,2004,"tt0327554","Catwoman","ok","ok","PASS",1e+08,40202379,82145379,"2004PASS",123319288,49577287,101301096,3,2,150878383,1.22347757148906
"940",940,2004,"tt0337921","Cellular","ok","ok","PASS",4.5e+07,32003620,61475984,"2004PASS",55493679,39466636,75811746,3,2,115278382,2.07732455438754
"941",941,2004,"tt0376541","Closer","ok","ok","PASS",3.5e+07,33987757,115476509,"2004PASS",43161751,41913460,142404808,3,2,184318268,4.27040756525378
"942",942,2004,"tt0369339","Collateral","nowomen-disagree","nowomen","FAIL",6e+07,100170152,217670152,"2004FAIL",73991573,123529118,268429281,3,2,391958399,5.29733837392537
"943",943,2004,"tt0345074","Connie and Carla","ok","ok","PASS",2e+07,8047525,8047525,"2004PASS",24663858,9924151,9924151,3,2,19848302,0.804752524929393
"944",944,2004,"tt0375679","Crash","ok","ok","PASS",7303082,55334418,101173038,"2004PASS",9006109,68238010,124765870,3,2,193003880,21.4303291243755
"945",945,2004,"tt0367631","D.E.B.S.","ok","ok","PASS",3500000,96793,96793,"2004PASS",4316175,119364,119364,3,2,238728,0.0553100835809484
"946",946,2004,"tt0363547","Dawn of the Dead","ok","ok","PASS",2.8e+07,58990765,103452875,"2004PASS",34529401,72746991,127577349,3,2,200324340,5.80155850372267
"947",947,2004,"tt0364725","Dodgeball: A True Underdog Story","ok","ok","PASS",3e+07,114326736,167791704,"2004PASS",36995786,140986916,206919534,3,2,347906450,9.40394806046289
"948",948,2004,"tt0327679","Ella Enchanted","ok","ok","PASS",3.5e+07,22913677,22913677,"2004PASS",43161751,28256983,28256983,3,2,56513966,1.30935295002281
"949",949,2004,"tt0338013","Eternal Sunshine of the Spotless Mind","men","men","FAIL",2e+07,34366518,72993444,"2004FAIL",24663858,42380545,90014995,3,2,132395540,5.3679979831217
"950",950,2004,"tt0349416","Eulogy","ok","ok","PASS",1e+07,70527,70527,"2004PASS",12331929,86973,86973,3,2,173946,0.0141053358318881
"951",951,2004,"tt0308644","Finding Neverland","ok","ok","PASS",2.5e+07,51676606,115036108,"2004PASS",30829822,63727222,141861709,3,2,205588931,6.66850853047416
"952",952,2004,"tt0377062","Flight of the Phoenix","nowomen","nowomen","FAIL",7.5e+07,21009180,34009180,"2004FAIL",92489466,25908371,41939879,3,2,67848250,0.733578135265696
"953",953,2004,"tt0333766","Garden State","ok","ok","PASS",2500000,26782316,36028802,"2004PASS",3082982,33027761,44430462,3,2,77458223,25.1244486669076
"954",954,2004,"tt0366551","Harold and Kumar Go to White Castle","ok-disagree","ok","PASS",9e+06,18225165,18225165,"2004PASS",11098736,22475144,22475144,3,2,44950288,4.05003668886259
"955",955,2004,"tt0304141","Harry Potter and the Prisoner of  Azkaban","ok","ok","PASS",1.3e+08,249538952,796688549,"2004PASS",160315074,307729658,982470644,3,2,1290200302,8.04790385463066
"956",956,2004,"tt0167190","Hellboy","notalk","notalk","FAIL",6e+07,59623958,99823958,"2004FAIL",73991573,73527840,123102194,3,2,196630034,2.65746524945483
"957",957,2004,"tt0299172","Home on the Range","ok","ok","PASS",1.1e+08,50026353,76482461,"2004PASS",135651216,61692142,94317626,3,2,156009768,1.15008012902737
"958",958,2004,"tt0356721","I Heart Huckabees","ok","ok","PASS",2.2e+07,12784713,20034713,"2004PASS",27130243,15766017,24706665,3,2,40472682,1.49179209342135
"959",959,2004,"tt0343818","I, Robot","notalk-disagree","notalk","FAIL",1.05e+08,144801023,348601023,"2004FAIL",129485252,178567590,429892298,3,2,608459888,4.69906710302421
"960",960,2004,"tt0385267","In Good Company","notalk","notalk","FAIL",2.6e+07,45489752,63489752,"2004FAIL",32063015,56097638,78295110,3,2,134392748,4.19151935649221
"961",961,2004,"tt0362269","Kinsey","ok","ok","PASS",1.1e+07,10214647,13000959,"2004PASS",13565122,12596630,16032690,3,2,28629320,2.11050958480138
"962",962,2004,"tt0373074","Kung Fu Hustle","nowomen-disagree","nowomen","FAIL",2e+07,17104669,101004669,"2004FAIL",24663858,21093356,124558238,3,2,145651594,5.90546677652782
"963",963,2004,"tt0375912","Layer Cake","notalk","notalk","FAIL",6500000,2339957,11850214,"2004FAIL",8015754,2885618,14613600,3,2,17499218,2.18310317407445
"964",964,2004,"tt0339291","Lemony Snicket's A Series of Unfortunate Events","ok","ok","PASS",1e+08,118627117,201627117,"2004PASS",123319288,146290116,248645124,3,2,394935240,3.20254233060444
"965",965,2004,"tt0390221","Maria Full of Grace","ok","ok","PASS",3200000,6529624,14441158,"2004PASS",3946217,8052286,17808733,3,2,25861019,6.55336972092513
"966",966,2004,"tt0377092","Mean Girls","ok","ok","PASS",1.8e+07,86047227,130953026,"2004PASS",22197472,106112827,161490339,3,2,267603166,12.0555694810652
"967",967,2004,"tt0405159","Million Dollar Baby","ok","ok","PASS",3e+07,100492203,232016402,"2004PASS",36995786,123926269,286120974,3,2,410047243,11.0836202533986
"968",968,2004,"tt0349825","Miracle","notalk","notalk","FAIL",2.8e+07,64378093,64474705,"2004FAIL",34529401,79390606,79509747,3,2,158900353,4.6018855930921
"969",969,2004,"tt0382189","My Summer of Love","ok","ok","PASS",1700000,1000915,4951476,"2004PASS",2096428,1234321,6106125,3,2,7340446,3.50140620140544
"970",970,2004,"tt0374900","Napoleon Dynamite","notalk-disagree","notalk","FAIL",4e+05,44540956,46122713,"2004FAIL",493277,54927590,56878201,3,2,111805791,226.659242170221
"971",971,2004,"tt0363282","New York Minute","notalk-disagree","notalk","FAIL",4e+07,14018364,21215882,"2004FAIL",49327715,17287347,26163275,3,2,43450622,0.880856167775053
"972",972,2004,"tt0390384","Primer","notalk","notalk","FAIL",7000,424760,565846,"2004FAIL",8632,523811,697797,3,2,1221608,141.520852641335
"973",973,2004,"tt0350028","Raising Helen","ok","ok","PASS",5e+07,37485528,43340302,"2004PASS",61659644,46226886,53446952,3,2,99673838,1.61651659876596
"974",974,2004,"tt0350258","Ray","dubious","dubious","FAIL",4e+07,75305995,124823094,"2004FAIL",49327715,92866817,153930950,3,2,246797767,5.00322723239866
"975",975,2004,"tt0318627","Resident Evil: Apocalypse","ok","ok","PASS",5e+07,50740078,128940078,"2004PASS",61659644,62572303,159007986,3,2,221580289,3.59360311908385
"976",976,2004,"tt0332375","Saved!","ok-disagree","ok","PASS",5e+06,8886160,10228228,"2004PASS",6165964,10958349,12613378,3,2,23571727,3.82287781764538
"977",977,2004,"tt0387564","Saw","men-disagree","men","FAIL",1200000,55185045,103096345,"2004FAIL",1479831,68053804,127137678,3,2,195191482,131.901198177359
"978",978,2004,"tt0363988","Secret Window","notalk","notalk","FAIL",4e+07,47958031,92111551,"2004FAIL",49327715,59141502,113591309,3,2,172732811,3.50173955959647
"979",979,2004,"tt0307453","Shark Tale","notalk","notalk","FAIL",7.5e+07,161412000,367825111,"2004FAIL",92489466,199052129,453599307,3,2,652651436,7.05649480125661
"980",980,2004,"tt0365748","Shaun of the Dead","ok-disagree","ok","PASS",5e+06,13542874,30332385,"2004PASS",6165964,16700976,37405681,3,2,54106657,8.7750523681293
"981",981,2004,"tt0298148","Shrek 2","ok-disagree","ok","PASS",7e+07,441226247,937008132,"2004PASS",86323501,544117065,1155511754,3,2,1699628819,19.6890626458721
"982",982,2004,"tt0375063","Sideways","ok","ok","PASS",1.7e+07,71502303,109874155,"2004PASS",20964279,88176131,135496025,3,2,223672156,10.6692033625387
"983",983,2004,"tt0346156","Sky Captain and the World of Tomorrow","ok-disagree","ok","PASS",7e+07,37760080,49730854,"2004PASS",86323501,46565462,61327735,3,2,107893197,1.24987049586879
"984",984,2004,"tt0371246","Spanglish","ok","ok","PASS",7.5e+07,42044321,54344321,"2004PASS",92489466,51848757,67017030,3,2,118865787,1.2851818930385
"985",985,2004,"tt0316654","Spider-Man 2","notalk-disagree","notalk","FAIL",2e+08,373524485,783705001,"2004FAIL",246638575,460627734,966459425,3,2,1427087159,5.78614743861539
"986",986,2004,"tt0372588","Team America: World Police","men","men","FAIL",2e+07,32774834,50274834,"2004FAIL",24663858,40417692,61998567,3,2,102416259,4.15248332195231
"987",987,2004,"tt0338751","The Aviator","notalk","notalk","FAIL",1.1e+08,102608827,214608827,"2004FAIL",135651216,126536475,264654077,3,2,391190552,2.88379686917071
"988",988,2004,"tt0372183","The Bourne Supremacy","men","men","FAIL",8.5e+07,176087450,288587450,"2004FAIL",104821395,217149789,355883988,3,2,573033777,5.46676350758354
"989",989,2004,"tt0289879","The Butterfly Effect","men-disagree","men","FAIL",1.3e+07,57924679,96046844,"2004FAIL",16031507,71432302,118444284,3,2,189876586,11.84396363985
"990",990,2004,"tt0296572","The Chronicles of Riddick","men-disagree","men","FAIL",1.2e+08,57712751,107212751,"2004FAIL",147983145,71170953,132214001,3,2,203384954,1.3743791835212
"991",991,2004,"tt0319262","The Day After Tomorrow","ok","ok","PASS",1.25e+08,186740799,556319450,"2004PASS",154149110,230287423,686049183,3,2,916336606,5.94448197592578
"992",992,2004,"tt0391198","The Grudge","ok","ok","PASS",1e+07,110359362,187281115,"2004PASS",12331929,136094379,230953737,3,2,367048116,29.7640471332587
"993",993,2004,"tt0317705","The Incredibles","ok-disagree","ok","PASS",9.2e+07,261441092,632107545,"2004PASS",113453745,322407292,779510522,3,2,1101917814,9.71248515419213
"994",994,2004,"tt0362270","The Life Aquatic with Steve Zissou","men","men","FAIL",5e+07,24006726,34806726,"2004FAIL",61659644,29604924,42923407,3,2,72528331,1.17626905208859
"995",995,2004,"tt0332280","The Notebook","dubious","dubious","FAIL",3e+07,81001787,102276787,"2004FAIL",36995786,99890827,126127005,3,2,226017832,6.10928585217787
"996",996,2004,"tt0293508","The Phantom of the Opera","men-disagree","men","FAIL",5.5e+07,51225796,158225796,"2004FAIL",67825608,63171287,195122925,3,2,258294212,3.80821078669873
"997",997,2004,"tt0338348","The Polar Express","notalk","notalk","FAIL",1.7e+08,194949659,319049659,"2004FAIL",209642789,240410531,393449767,3,2,633860298,3.02352540253603
"998",998,2004,"tt0368933","The Princess Diaries 2: Royal Engagement","ok","ok","PASS",4.5e+07,95149435,122071435,"2004PASS",55493679,117337605,150537624,3,2,267875229,4.82713047372476
"999",999,2004,"tt0327162","The Stepford Wives","ok","ok","PASS",1e+08,59475623,96221971,"2004PASS",123319288,73344915,118660249,3,2,192005164,1.55697593712996
"1000",1000,2004,"tt0362227","The Terminal","notalk","notalk","FAIL",7.5e+07,77073959,218673959,"2004FAIL",92489466,95047057,269667169,3,2,364714226,3.9433055651981
"1001",1001,2004,"tt0368447","The Village","ok","ok","PASS",71682975,114197520,257641634,"2004PASS",88398934,140827568,317721828,3,2,458549396,5.18727291439962
"1002",1002,2004,"tt0327247","The Whole Ten Yards","notalk","notalk","FAIL",3e+07,16323969,26323969,"2004FAIL",36995786,20130602,32462531,3,2,52593133,1.42159793550541
"1003",1003,2004,"tt0332452","Troy","notalk","notalk","FAIL",1.5e+08,133298577,484161265,"2004FAIL",184978932,164382856,597064223,3,2,761447079,4.11639893671783
"1004",1004,2004,"tt0338526","Van Helsing","ok","ok","PASS",1.7e+08,120150546,300150546,"2004PASS",209642789,148168797,370143515,3,2,518312312,2.47235936171408
"1005",1005,2004,"tt0383694","Vera Drake","ok","ok","PASS",1.1e+07,3753806,13353855,"2004PASS",13565122,4629167,16467879,3,2,21097046,1.55524189166894
"1006",1006,2004,"tt0381707","White Chicks","ok","ok","PASS",2e+07,69148997,111448997,"2004PASS",24663858,85274051,137438109,3,2,222712160,9.02989953964218
"1007",1007,2004,"tt0360201","Wimbledon","ok","ok","PASS",3.5e+07,16862585,41666476,"2004PASS",43161751,20794820,51382801,3,2,72177621,1.67225887105461
"1008",1008,2003,"tt0322259","2 Fast 2 Furious","notalk","notalk","FAIL",7.6e+07,127120058,236220058,"2003FAIL",96222609,160945047,299075134,3,2,460020181,4.78079097813696
"1009",1009,2003,"tt0315733","21 grams","dubious","dubious","FAIL",2e+07,16248701,59667625,"2003FAIL",25321739,20572268,75544402,3,2,96116670,3.79581631419548
"1010",1010,2003,"tt0319061","Big Fish","notalk-disagree","notalk","FAIL",7e+07,66432867,123432867,"2003FAIL",88626087,84109786,156276743,3,2,240386529,2.71236762376748
"1011",1011,2003,"tt0310778","Bon voyage","ok","ok","PASS",2e+07,2353728,8361736,"2003PASS",25321739,2980024,10586685,3,2,13566709,0.535773194724106
"1012",1012,2003,"tt0315327","Bruce Almighty","ok","ok","PASS",8.1e+07,242704995,483473962,"2003PASS",102553043,307285628,612120077,3,2,919405705,8.96517234500784
"1013",1013,2003,"tt0305357","Charlie's Angels: Full Throttle","ok","ok","PASS",1.2e+08,100814328,227200000,"2003PASS",151930435,127639706,287654957,3,2,415294663,2.73345273447022
"1014",1014,2003,"tt0159365","Cold Mountain","ok","ok","PASS",8e+07,95632614,161632614,"2003PASS",101286957,121079205,204640944,3,2,325720149,3.2158153295098
"1015",1015,2003,"tt0306685","Cradle 2 the Grave","notalk","notalk","FAIL",2.5e+07,34657731,56434942,"2003FAIL",31652174,43879701,71451544,3,2,115331245,3.64370690619861
"1016",1016,2003,"tt0317303","Daddy Day Care","ok","ok","PASS",6e+07,104148781,164285587,"2003PASS",75965217,131861413,207999839,3,2,339861252,4.47390615628729
"1017",1017,2003,"tt0287978","Daredevil","nowomen-disagree","nowomen","FAIL",8e+07,102543518,182782518,"2003FAIL",101286957,129829011,231418562,3,2,361247573,3.56657543774368
"1018",1018,2003,"tt0282209","Darkness Falls","notalk","notalk","FAIL",7e+06,32539681,32539681,"2003FAIL",8862609,41198066,41198066,3,2,82396132,9.29705146644741
"1019",1019,2003,"tt0285531","Dreamcatcher","nowomen","nowomen","FAIL",6.8e+07,33685268,75685268,"2003FAIL",86093913,42648478,95824131,3,2,138472609,1.60839023543976
"1020",1020,2003,"tt0309593","Final Destination 2","ok","ok","PASS",2.6e+07,46896664,90396664,"2003PASS",32918261,59375255,114450037,3,2,173825292,5.28051260058968
"1021",1021,2003,"tt0266543","Finding Nemo","notalk-disagree","notalk","FAIL",9.4e+07,380529370,906465556,"2003FAIL",119012174,481783272,1147664217,3,2,1629447489,13.6914353736619
"1022",1022,2003,"tt0322330","Freaky Friday","ok","ok","PASS",2.6e+07,110222438,160822438,"2003PASS",32918261,139551191,203615191,3,2,343166382,10.424802877649
"1023",1023,2003,"tt0335119","Girl with a Pearl Earring","ok","ok","PASS",1.2e+07,11634362,43281552,"2003PASS",15193043,14730114,54798208,3,2,69528322,4.57632628302309
"1024",1024,2003,"tt0301357","Goodbye Lenin!","ok-disagree","ok","PASS",6400000,4063859,79384539,"2003PASS",8102957,5145199,100507729,3,2,105652928,13.0388113870035
"1025",1025,2003,"tt0311289","Holes","men-disagree","men","FAIL",2e+07,67383924,72383924,"2003FAIL",25321739,85313907,91644342,3,2,176958249,6.98839242439076
"1026",1026,2003,"tt0329717","Hollywood Homicide","notalk","notalk","FAIL",7.5e+07,30207785,51107785,"2003FAIL",94956522,38245683,64706900,3,2,102952583,1.08420760187489
"1027",1027,2003,"tt0315983","House of Sand and Fog","ok","ok","PASS",16500000,13005485,16157923,"2003PASS",20890435,16466075,20457336,3,2,36923411,1.7674792793927
"1028",1028,2003,"tt0251127","How to Lose a Guy in 10 Days","men-disagree","men","FAIL",5e+07,105807520,177079973,"2003FAIL",63304348,133961521,224198644,3,2,358160165,5.65774984366003
"1029",1029,2003,"tt0286716","Hulk","notalk","notalk","FAIL",1.37e+08,132177234,245229234,"2003FAIL",173453913,167347872,310481535,3,2,477829407,2.75479174113529
"1030",1030,2003,"tt0309698","Identity","notalk","notalk","FAIL",2.8e+07,52131264,82183683,"2003FAIL",35450435,66002713,104051689,3,2,170054402,4.79696235039147
"1031",1031,2003,"tt0199626","In the Cut","ok","ok","PASS",1.2e+07,4717455,23693646,"2003PASS",15193043,5972708,29998216,3,2,35970924,2.36759179843037
"1032",1032,2003,"tt0301470","Jeepers Creepers II","ok","ok","PASS",2.5e+07,35623801,35623801,"2003PASS",31652174,45102830,45102830,3,2,90205660,2.84990408557719
"1033",1033,2003,"tt0266697","Kill Bill: Vol. 1","ok-disagree","ok","PASS",5.5e+07,70098138,180098138,"2003PASS",69634783,88750338,228019903,3,2,316770241,4.54902316562112
"1034",1034,2003,"tt0325703","Lara Croft Tomb Raider: The Cradle of Life","nowomen-disagree","nowomen","FAIL",9e+07,65653758,156453758,"2003FAIL",113947826,83123367,198084062,3,2,281207429,2.46786129118427
"1035",1035,2003,"tt0333780","Legally Blonde 2: Red, White & Blonde","ok","ok","PASS",2.5e+07,90639088,125339088,"2003PASS",31652174,114756967,158690184,3,2,273447151,8.63912699961778
"1036",1036,2003,"tt0286244","Les triplettes de Belleville","ok","ok","PASS",2e+06,7301288,14440113,"2003PASS",2532174,9244066,18282439,3,2,27526505,10.8707004336985
"1037",1037,2003,"tt0335266","Lost In Translation","dubious-disagree","dubious","FAIL",4e+06,44585453,112550685,"2003FAIL",5064348,56449060,142498954,3,2,198948014,39.2840330087901
"1038",1038,2003,"tt0314331","Love Actually","ok-disagree","ok","PASS",4.5e+07,59472278,247967903,"2003PASS",56973913,75297075,313948928,3,2,389246003,6.83200402612332
"1039",1039,2003,"tt0311113","Master and Commander: The Far Side of the World","nowomen","nowomen","FAIL",1.35e+08,93926386,212912137,"2003FAIL",170921739,118918972,269565280,3,2,388484252,2.27287795146994
"1040",1040,2003,"tt0304415","Mona Lisa Smile","ok","ok","PASS",6.5e+07,63803100,141205169,"2003PASS",82295652,80780273,178778023,3,2,259558296,3.15397338367281
"1041",1041,2003,"tt0340855","Monster","ok","ok","PASS",5e+06,34469210,58003694,"2003PASS",6330435,43641017,73437720,3,2,117078737,18.4945800723015
"1042",1042,2003,"tt0327056","Mystic River","ok","ok","PASS",3e+07,90135191,156835191,"2003PASS",37982609,114118990,198566990,3,2,312685980,8.23234601920052
"1043",1043,2003,"tt0316396","Peter Pan","ok","ok","PASS",1e+08,48417850,95255485,"2003PASS",126608696,61301208,120601727,3,2,181902935,1.43673334255018
"1044",1044,2003,"tt0325980","Pirates of the Caribbean: The Curse of the Black Pearl","men-disagree","men","FAIL",1.25e+08,305411224,634954103,"2003FAIL",158260870,386677167,803907108,3,2,1190584275,7.52292259609087
"1045",1045,2003,"tt0366920","Pride and Prejudice","ok","ok","PASS",2.8e+07,38372662,120918508,"2003PASS",35450435,48583127,153093346,3,2,201676473,5.6889703328041
"1046",1046,2003,"tt0257076","S.W.A.T.","ok","ok","PASS",7e+07,116877597,207154748,"2003PASS",88626087,147977201,262275924,3,2,410253125,4.62903349213646
"1047",1047,2003,"tt0306047","Scary Movie 3","ok","ok","PASS",4.5e+07,110000082,155200000,"2003PASS",56973913,139269669,196496696,3,2,335766365,5.89333516551689
"1048",1048,2003,"tt0327137","Secondhand Lions","notalk","notalk","FAIL",3e+07,42070939,47902566,"2003FAIL",37982609,53265467,60648814,3,2,113914281,2.99911680632576
"1049",1049,2003,"tt0300471","Shanghai Knights","notalk","notalk","FAIL",5e+07,60470220,88316835,"2003FAIL",63304348,76560557,111816793,3,2,188377350,2.97574109759412
"1050",1050,2003,"tt0323944","Shattered Glass","men","men","FAIL",6e+06,2207975,2932719,"2003FAIL",7596522,2795488,3713077,3,2,6508565,0.856782222180098
"1051",1051,2003,"tt0165982","Sinbad: Legend of the Seven Seas","men","men","FAIL",6e+07,26483452,80767884,"2003FAIL",75965217,33530353,102259164,3,2,135789517,1.78752226825074
"1052",1052,2003,"tt0337741","Something's Gotta Give","dubious","dubious","FAIL",8e+07,124685242,266685242,"2003FAIL",101286957,157862359,337646706,3,2,495509065,4.89213102729505
"1053",1053,2003,"tt0338459","Spy Kids 3-D: Game Over","ok","ok","PASS",4e+07,111760631,167851995,"2003PASS",50643478,141498677,212515222,3,2,354013899,6.99031569277292
"1054",1054,2003,"tt0324133","Swimming Pool","ok","ok","PASS",7800000,10130108,22441323,"2003PASS",9875478,12825598,28412666,3,2,41238264,4.17582460312301
"1055",1055,2003,"tt0181852","Terminator 3: Rise of the Machines","ok","ok","PASS",1.7e+08,150358296,433058296,"2003PASS",215234783,190366677,548289460,3,2,738656137,3.431862298019
